book_id,title,genres
3454,Night Embrace (Dark-Hunter #2),['suspense']
3455,"The Lake House (When the Wind Blows, #2)","['crime', 'horror', 'romance', 'science', 'science-fiction', 'suspense', 'young-adult']"
3456,Run,['drama']
3457,Les Fleurs du Mal,"['art', 'horror']"
3458,"The Heist (Fox and O'Hare, #1)","['suspense', 'thriller']"
3459,Les Liaisons dangereuses,"['drama', 'history']"
3460,The Railway Children,"['fantasy', 'historical-fiction', 'history', 'young-adult']"
3461,"The Last Mile (Amos Decker, #2)","['crime', 'suspense']"
3462,"Snuff (Discworld, #39; City Watch #8)","['crime', 'mystery', 'satire', 'science-fiction', 'young-adult']"
3463,"Magic Slays (Kate Daniels, #5)",['mystery']
3464,The Doors of Perception & Heaven and Hell,"['art', 'biography', 'memoir', 'science', 'science-fiction', 'self-help']"
3465,"Rich Man, Poor Man","['drama', 'historical-fiction', 'history', 'mystery', 'romance']"
3466,What She Knew,"['crime', 'drama']"
3467,"The Black Box (Harry Bosch, #18; Harry Bosch Universe, #22)",['suspense']
3468,The Rapture of Canaan,"['chick-lit', 'coming-of-age', 'drama', 'historical-fiction', 'romance', 'young-adult']"
3469,"Alas, Babylon","['alternate-history', 'fantasy', 'historical-fiction', 'horror', 'science', 'young-adult']"
3470,"The Third Option (Mitch Rapp, #4)","['crime', 'mystery', 'political-thriller', 'suspense']"
3471,"The Stonekeeper (Amulet, #1)","['coming-of-age', 'horror', 'mystery', 'science-fiction']"
3472,The Complete Stories,"['anthology', 'short-story']"
3473,"Dark Visions (Dark Visions, #1-3)","['horror', 'mystery', 'paranormal-romance']"
3475,Look Again,"['chick-lit', 'crime', 'drama', 'romance', 'thriller']"
3476,Fever Pitch,"['autobiography', 'history', 'romance']"
3477,"Pandora (New Tales of the Vampires, #1)","['fantasy', 'historical-fiction', 'history', 'paranormal-romance', 'romance', 'science-fiction']"
3478,"Tricked (The Iron Druid Chronicles, #4)","['fantasy', 'mystery', 'young-adult']"
3479,The Coldest Winter Ever,"['chick-lit', 'coming-of-age', 'crime', 'drama', 'romance', 'young-adult']"
3480,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice","['health', 'self-help']"
3481,The Vegetarian,"['drama', 'horror']"
3482,The Castle,"['fantasy', 'mystery', 'satire']"
3483,"Emperor of Thorns (The Broken Empire, #3)","['horror', 'science-fiction', 'young-adult']"
3484,A Modest Proposal,"['historical-fiction', 'history', 'short-story']"
3485,Letter to a Christian Nation,"['history', 'science']"
3486,"Shadow Souls (The Vampire Diaries: The Return, #2)","['horror', 'paranormal-romance']"
3487,When It Happens,"['coming-of-age', 'drama']"
3488,The Rise of Theodore Roosevelt,['autobiography']
3489,"Doomsday Book (Oxford Time Travel, #1)","['alternate-history', 'mystery', 'science', 'thriller', 'travel']"
3490,"The Escape (John Puller, #3)","['crime', 'political-thriller', 'suspense']"
3491,Just Mercy: A Story of Justice and Redemption,"['autobiography', 'biography', 'crime', 'true-crime']"
3492,"The Seeress of Kell (The Malloreon, #5)","['science-fiction', 'young-adult']"
3493,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives","['biography', 'memoir', 'science', 'self-help']"
3494,"The Burning Room (Harry Bosch, #19; Harry Bosch Universe, #24)","['suspense', 'thriller']"
3496,"This Side of the Grave (Night Huntress, #5)","['horror', 'mystery', 'suspense']"
3497,"First Test (Protector of the Small, #1)","['coming-of-age', 'historical-fiction']"
3498,On the Jellicoe Road,['drama']
3499,The Natural Way to Draw,['history']
3500,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)","['science', 'science-fiction', 'young-adult']"
3501,Angry Housewives Eating Bon Bons,['historical-fiction']
3502,Flora and Ulysses: The Illuminated Adventures,"['graphic-novel', 'poetry']"
3503,If You Could See Me Now,"['drama', 'young-adult']"
3504,The Known World,['history']
3505,Giovanni's Room,"['drama', 'historical-fiction', 'romance']"
3506,"Absolute Boyfriend, Vol. 1","['chick-lit', 'drama', 'fantasy', 'graphic-novel', 'science-fiction', 'young-adult']"
3507,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)","['drama', 'suspense']"
3508,"Swann's Way (In Search of Lost Time, #1)","['historical-fiction', 'memoir', 'romance']"
3509,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear","['fantasy', 'picture-book']"
3510,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)","['crime', 'mystery']"
3511,Eva Luna,"['drama', 'fantasy', 'romance']"
3512,"Robopocalypse (Robopocalypse, #1)","['fantasy', 'horror', 'science', 'suspense', 'thriller', 'young-adult']"
3513,"Fear Nothing (Moonlight Bay, #1)","['crime', 'drama', 'fantasy', 'romance', 'science-fiction']"
3514,"First Drop of Crimson (Night Huntress World, #1)","['horror', 'mystery', 'suspense']"
3515,"Plum Lucky (Stephanie Plum, #13.5)","['crime', 'fantasy', 'suspense', 'thriller']"
3516,This Charming Man,['drama']
3517,"The 8th Confession (Women's Murder Club, #8)","['crime', 'suspense', 'thriller']"
3518,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)","['coming-of-age', 'diary', 'romance']"
3519,The Razor's Edge,"['drama', 'historical-fiction', 'romance', 'travel']"
3520,"Amphigorey (Amphigorey, #1)","['anthology', 'fantasy', 'graphic-novel', 'horror', 'picture-book', 'young-adult']"
3521,Neil Gaiman's Neverwhere,"['comic-book', 'horror', 'mystery', 'science-fiction', 'thriller', 'young-adult']"
3522,"Some Girls Bite (Chicagoland Vampires, #1)","['chick-lit', 'mystery', 'young-adult']"
3523,Go Tell It on the Mountain,"['biography', 'coming-of-age', 'historical-fiction', 'history', 'memoir', 'young-adult']"
3524,"Lost in a Good Book (Thursday Next, #2)","['crime', 'mystery', 'satire', 'science-fiction']"
3525,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,"['autobiography', 'health', 'science', 'young-adult']"
3527,"Once Burned (Night Prince, #1)","['mystery', 'suspense']"
3528,Missoula: Rape and the Justice System in a College Town,"['history', 'mystery']"
3529,The End of Eternity,"['fantasy', 'mystery', 'romance', 'science', 'travel']"
3530,"Sorceress of Darshiva (The Malloreon, #4)","['science-fiction', 'young-adult']"
3531,"Love Comes Softly (Love Comes Softly, #1)","['chick-lit', 'young-adult']"
3532,"Half a King (Shattered Sea, #1)","['coming-of-age', 'science-fiction']"
3533,"The Prodigal Daughter (Kane & Abel, #2)","['drama', 'historical-fiction', 'mystery', 'political-thriller', 'romance', 'suspense', 'thriller']"
3534,"The Broken Eye (Lightbringer, #3)","['coming-of-age', 'science-fiction', 'young-adult']"
3535,The Collected Poems of W.B. Yeats,"['anthology', 'history']"
3536,"Lady Knight (Protector of the Small, #4)","['coming-of-age', 'historical-fiction', 'romance']"
3537,"Stone Cold (Camel Club, #3)","['crime', 'political-thriller']"
3538,ڤيرتيجو,"['crime', 'drama', 'mystery', 'romance', 'thriller']"
3539,Rudolph the Red-Nosed Reindeer,"['fantasy', 'picture-book', 'young-adult']"
3540,The Elephant Vanishes,"['anthology', 'drama', 'fantasy', 'short-story']"
3541,"Gateway (Heechee Saga, #1)","['fantasy', 'mystery', 'science']"
3543,How the Irish Saved Civilization,['travel']
3544,"The Walking Dead, Book One (The Walking Dead #1-12)","['comic-book', 'drama', 'fantasy', 'science-fiction', 'thriller']"
3545,Gulp: Adventures on the Alimentary Canal,['history']
3546,Tender at the Bone: Growing Up at the Table,"['autobiography', 'coming-of-age', 'cookbook', 'travel']"
3547,"Wintersmith (Discworld, #35; Tiffany Aching, #3)","['coming-of-age', 'romance', 'satire', 'science', 'science-fiction']"
3548,The Miracle Worker,"['autobiography', 'drama', 'historical-fiction', 'history', 'memoir', 'science-fiction', 'young-adult']"
3549,"Fever (Breathless, #2)","['chick-lit', 'drama']"
3550,The Almost Moon,"['chick-lit', 'crime', 'drama', 'mystery', 'young-adult']"
3551,The Children of Men,"['crime', 'drama', 'fantasy', 'horror', 'mystery', 'science', 'suspense', 'thriller']"
3552,Leviathan,['science']
3553,Mean Streak,"['chick-lit', 'crime', 'drama']"
3554,"Fueled (Driven, #2)","['chick-lit', 'drama']"
3555,I Was Told There'd Be Cake,"['autobiography', 'biography', 'chick-lit', 'short-story']"
3556,Marie Antoinette: The Journey,"['historical-fiction', 'memoir']"
3557,"Good Night, Mr. Tom","['coming-of-age', 'drama', 'history']"
3558,Forbidden,['coming-of-age']
3559,"The Thousand-Dollar Tan Line (Veronica Mars, #1)","['chick-lit', 'romance', 'suspense', 'thriller']"
3560,The Plot Against America,"['drama', 'fantasy', 'history', 'science-fiction']"
3561,The Tender Bar,"['autobiography', 'coming-of-age', 'young-adult']"
3563,"The Exiled Queen (Seven Realms, #2)",['coming-of-age']
3564,No One Here Gets Out Alive,"['history', 'memoir', 'poetry']"
3565,"Misty of Chincoteague (Misty, #1)",['historical-fiction']
3566,Black Swan Green,"['drama', 'historical-fiction', 'young-adult']"
3567,The Other Woman,"['drama', 'romance']"
3568,A Girl Named Zippy,"['autobiography', 'coming-of-age']"
3569,Nothing Lasts Forever,"['chick-lit', 'crime', 'drama', 'romance', 'suspense', 'young-adult']"
3570,"Mayflower: A Story of Courage, Community, and War","['biography', 'historical-fiction']"
3573,"Burning Chrome (Sprawl, #0)","['anthology', 'fantasy', 'science', 'short-story', 'thriller']"
3574,Last Night at Chateau Marmont,"['chick-lit', 'drama', 'romance']"
3575,"Sleeping Beauty (Disney Princess, 5)","['fairytale', 'fantasy', 'romance']"
3576,"Out of Breath (Breathing, #3)","['chick-lit', 'drama']"
3577,"The Vampire's Assistant (Cirque Du Freak, #2)","['mystery', 'thriller']"
3578,Tigana,"['historical-fiction', 'romance', 'science-fiction']"
3579,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,"['autobiography', 'chick-lit']"
3580,"Little Men (Little Women, #2)","['coming-of-age', 'drama', 'romance']"
3581,Gravity's Rainbow,"['fantasy', 'history', 'satire', 'science']"
3582,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out","['biography', 'memoir', 'self-help']"
3583,"Princess in Love (The Princess Diaries, #3)","['coming-of-age', 'diary', 'drama']"
3584,"River God (Ancient Egypt, #1)","['fantasy', 'history', 'mystery', 'romance', 'suspense', 'thriller']"
3585,O Pioneers!,"['history', 'romance', 'young-adult']"
3586,The Shock Doctrine: The Rise of Disaster Capitalism,['science']
3587,The Girl Who Saved the King of Sweden,"['historical-fiction', 'history', 'satire']"
3588,Truth and Beauty,['autobiography']
3589,"The Vincent Brothers (The Vincent Boys, #2)","['chick-lit', 'drama']"
3590,The Tin Drum,"['drama', 'history', 'satire']"
3591,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,"['science', 'self-help', 'young-adult']"
3592,"Smaragdgrün (Edelstein-Trilogie, #3)","['mystery', 'paranormal-romance']"
3593,Book of a Thousand Days,"['coming-of-age', 'fairytale']"
3594,The Return of Sherlock Holmes,"['anthology', 'historical-fiction', 'mystery', 'short-story', 'suspense', 'thriller']"
3595,Mythology: Timeless Tales of Gods and Heroes,"['anthology', 'historical-fiction']"
3596,Llama Llama Red Pajama,"['fantasy', 'poetry']"
3597,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,"['biography', 'history', 'satire']"
3598,Killing Yourself to Live: 85% of a True Story,"['autobiography', 'biography', 'history', 'travel']"
3600,Hocus Pocus,"['drama', 'fantasy', 'satire', 'science-fiction']"
3601,"House of Chains (The Malazan Book of the Fallen, #4)",['science']
3602,Oz: The Wonderful Wizard of Oz,"['art', 'young-adult']"
3603,The Checklist Manifesto: How to Get Things Right,"['health', 'memoir', 'science', 'self-help']"
3604,The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,"['autobiography', 'historical-fiction']"
3605,Northern Lights,"['chick-lit', 'crime', 'drama', 'fantasy', 'suspense', 'thriller']"
3606,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,"['autobiography', 'biography', 'memoir']"
3607,"Opposition (Lux, #5)","['chick-lit', 'fantasy', 'mystery', 'paranormal-romance', 'science-fiction', 'young-adult']"
3608,"Incubus Dreams (Anita Blake, Vampire Hunter, #12)","['crime', 'mystery', 'science']"
3609,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",['history']
3610,Babyville,['romance']
3611,"A Touch of Dead (Sookie Stackhouse, #4.1, #4.3, #5.1, #7.1, #8.1)","['anthology', 'chick-lit', 'horror', 'short-story', 'young-adult']"
3612,"K is for Killer (Kinsey Millhone, #11)","['suspense', 'thriller']"
3613,My Name Is Asher Lev,"['art', 'coming-of-age', 'drama', 'history', 'young-adult']"
3614,"Nicolae (Left Behind, #3)","['drama', 'fantasy', 'mystery', 'science-fiction', 'suspense', 'thriller']"
3615,Calling Me Home,"['chick-lit', 'drama', 'history']"
3616,"Covet (Fallen Angels, #1)","['chick-lit', 'mystery', 'suspense']"
3617,"Captivate (Need, #2)","['mystery', 'paranormal-romance']"
3619,"Triptych (Will Trent, #1)",['horror']
3620,Bloodline,"['crime', 'drama', 'romance', 'suspense', 'young-adult']"
3621,"A Fatal Grace (Chief Inspector Armand Gamache, #2)","['suspense', 'thriller']"
3622,"The 9th Judgment  (Women's Murder Club, #9)","['romance', 'suspense']"
3623,Zoo,"['crime', 'drama', 'fantasy', 'horror', 'science', 'suspense']"
3624,"Vespers Rising (The 39 Clues, #11)","['fantasy', 'historical-fiction', 'history', 'suspense', 'thriller', 'young-adult']"
3625,"The End of Faith: Religion, Terror, and the Future of Reason",['history']
3626,"The Adoration of Jenna Fox (Jenna Fox Chronicles, #1)","['coming-of-age', 'science', 'suspense']"
3627,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)","['historical-fiction', 'history', 'romance']"
3628,The Complete Calvin and Hobbes,"['art', 'comic-book', 'fantasy', 'graphic-novel', 'satire', 'young-adult']"
3629,"Ranma ½, Vol. 1 (Ranma ½ (US 2nd), #1)","['fantasy', 'graphic-novel', 'romance', 'young-adult']"
3630,Serena,"['crime', 'drama', 'history', 'mystery', 'romance', 'suspense', 'thriller']"
3631,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,"['biography', 'historical-fiction', 'memoir']"
3632,"Use of Weapons (Culture, #3)","['fantasy', 'science']"
3633,"Pulse (Collide, #2)","['chick-lit', 'drama', 'young-adult']"
3634,Love Walked In,['drama']
3635,Bone: The Complete Edition,"['art', 'comic-book', 'graphic-novel', 'young-adult']"
3636,"Eragon, Eldest & Brisingr (Inheritance, #1-3)","['coming-of-age', 'romance', 'science-fiction', 'young-adult']"
3637,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice (Thirst, #1)","['fantasy', 'horror', 'mystery', 'paranormal-romance', 'romance', 'suspense', 'thriller', 'young-adult']"
3638,Housekeeping,"['coming-of-age', 'historical-fiction']"
3639,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)","['fantasy', 'historical-fiction', 'young-adult']"
3640,Windmills of the Gods,"['chick-lit', 'crime', 'drama', 'mystery', 'romance', 'suspense']"
3641,The Curious Case of Benjamin Button,"['coming-of-age', 'drama', 'historical-fiction', 'romance', 'satire', 'science-fiction']"
3642,Moll Flanders,"['drama', 'romance']"
3643,Ragtime,"['drama', 'history']"
3644,"On Basilisk Station (Honor Harrington, #1)","['fantasy', 'science']"
3645,Bad Science,['health']
3646,Garlic and Sapphires: The Secret Life of a Critic in Disguise,"['autobiography', 'cookbook']"
3647,"Panserhjerte (Harry Hole, #8)","['horror', 'suspense']"
3648,"Wolf-Speaker (Immortals, #2)","['coming-of-age', 'romance']"
3649,"Rock Me (Ross Siblings, #2)","['chick-lit', 'drama', 'young-adult']"
3650,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,"['anthology', 'autobiography', 'biography', 'memoir', 'travel']"
3651,"Nana, Vol. 1 (Nana, #1)","['chick-lit', 'coming-of-age', 'drama', 'graphic-novel', 'young-adult']"
3652,"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)","['coming-of-age', 'mystery', 'suspense', 'thriller']"
3653,"The Sinner (Rizzoli & Isles, #3)","['drama', 'romance']"
3654,"Unseen Academicals (Discworld, #37; Rincewind #8)","['satire', 'science', 'science-fiction', 'young-adult']"
3655,Second Chance Summer,"['chick-lit', 'coming-of-age', 'drama']"
3656,Bergdorf Blondes,"['chick-lit', 'romance', 'satire', 'young-adult']"
3657,"The Chocolate War (Chocolate War, #1)","['coming-of-age', 'drama', 'historical-fiction']"
3658,Beauty and the Beast (Disney),"['fairytale', 'fantasy', 'picture-book', 'romance']"
3659,The Revenant,"['biography', 'drama', 'thriller']"
3660,The Wake (The Sandman #10),"['comic-book', 'young-adult']"
3661,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),"['science', 'self-help']"
3662,Lady and the Tramp,"['fairytale', 'fantasy', 'picture-book', 'romance']"
3663,"Squire (Protector of the Small, #3)","['coming-of-age', 'historical-fiction', 'romance']"
3664,"Snakehead (Alex Rider, #7)","['crime', 'fantasy', 'mystery', 'science-fiction', 'suspense', 'thriller']"
3665,"Out of Sight, Out of Time (Gallagher Girls, #5)","['crime', 'fantasy', 'suspense', 'thriller']"
3666,"Just for Now (Sea Breeze, #4)","['chick-lit', 'drama']"
3667,Killing Jesus: A History,"['biography', 'historical-fiction']"
3668,"Sandstorm (Sigma Force, #1)","['crime', 'fantasy', 'historical-fiction', 'history', 'science-fiction', 'suspense']"
3669,A Course in Miracles,"['health', 'self-help']"
3670,"Cibola Burn (The Expanse, #4)","['fantasy', 'horror', 'mystery', 'science', 'thriller']"
3671,The Charm School,"['crime', 'historical-fiction', 'political-thriller', 'romance', 'suspense']"
3672,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)","['alternate-history', 'comic-book', 'drama', 'fantasy', 'mystery', 'thriller']"
3673,"White Witch, Black Curse (The Hollows, #7)","['alternate-history', 'horror', 'mystery']"
3674,The Power of Intention: Learning to Co-create Your World Your Way,['health']
3675,Genghis Khan and the Making of the Modern World,"['historical-fiction', 'travel']"
3676,Sister Carrie,"['drama', 'historical-fiction', 'history', 'romance']"
3677,"The Gray Wolf Throne (Seven Realms, #3)",['mystery']
3678,"Laskar Pelangi (Tetralogi Laskar Pelangi, #1)","['biography', 'drama', 'romance', 'young-adult']"
3679,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour","['comic-book', 'science-fiction']"
3680,"Blow Fly (Kay Scarpetta, #12)","['drama', 'suspense']"
3681,"Chocolate Chip Cookie Murder (Hannah Swensen, #1)","['chick-lit', 'crime', 'romance', 'suspense', 'thriller']"
3682,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II","['biography', 'historical-fiction', 'memoir', 'travel']"
3684,The Hellbound Heart,"['fantasy', 'suspense', 'thriller']"
3685,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,"['art', 'biography', 'history', 'memoir']"
3686,Remarkable Creatures ,"['biography', 'chick-lit', 'history']"
3687,"Lord of Misrule (The Morganville Vampires, #5)","['horror', 'mystery', 'paranormal-romance']"
3688,"The Cabinet of Curiosities (Pendergast, #3)","['crime', 'fantasy', 'historical-fiction', 'science-fiction']"
3689,The Practice of the Presence of God,"['biography', 'history', 'prayer', 'self-help']"
3690,"Second Son (Jack Reacher, #15.5)","['coming-of-age', 'crime', 'short-story', 'suspense']"
3691,Take Me with You,"['coming-of-age', 'drama', 'travel']"
3692,Crossing to Safety,['historical-fiction']
3693,"Buried Prey (Lucas Davenport, #21)","['crime', 'drama', 'suspense', 'thriller']"
3694,Love Does: Discover a Secretly Incredible Life in an Ordinary World,"['biography', 'memoir', 'self-help']"
3695,The Intelligent Investor (Collins Business Essentials),"['science', 'self-help']"
3696,The Universe in a Nutshell,"['history', 'science-fiction']"
3698,The Real Mother Goose,"['anthology', 'art', 'fantasy', 'picture-book', 'poetry', 'young-adult']"
3699,An Ideal Husband,"['historical-fiction', 'romance', 'satire']"
3700,Richard III,['history']
3701,"After (After, #1)","['chick-lit', 'drama', 'young-adult']"
3702,"Fire Study (Study, #3)","['mystery', 'paranormal-romance', 'science-fiction']"
3703,"The Human Stain (The American Trilogy, #3)","['drama', 'historical-fiction', 'romance']"
3704,The Bane Chronicles,"['anthology', 'historical-fiction', 'paranormal-romance', 'romance']"
3705,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)","['crime', 'suspense', 'thriller']"
3706,"The Opportunist (Love Me with Lies, #1)","['chick-lit', 'drama', 'young-adult']"
3707,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",['health']
3708,Kitchen,"['drama', 'romance', 'young-adult']"
3709,"The Bourne Legacy (Jason Bourne, #4)","['crime', 'drama', 'mystery', 'suspense']"
3710,"A Kingdom of Dreams (Westmoreland, #1)","['chick-lit', 'drama', 'fantasy', 'history']"
3711,"Ship Breaker (Ship Breaker, #1)","['coming-of-age', 'romance', 'science', 'thriller']"
3712,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)","['coming-of-age', 'science-fiction', 'suspense']"
3713,Beach Road,"['crime', 'drama', 'romance', 'suspense']"
3714,"The Name of the Star (Shades of London, #1)","['crime', 'history', 'suspense']"
3715,Nicholas Nickleby,"['drama', 'historical-fiction', 'history', 'romance']"
3716,"Dean Koontz's Frankenstein, Volume 1: Prodigal Son","['fantasy', 'graphic-novel', 'horror', 'mystery', 'science-fiction', 'suspense', 'thriller']"
3717,The Social Contract,['science']
3718,"Chains (Seeds of America, #1)",['coming-of-age']
3719,El túnel,"['crime', 'drama', 'mystery', 'romance', 'thriller']"
3720,The Federalist Papers,['science']
3721,Keeping You a Secret,"['chick-lit', 'coming-of-age', 'drama']"
3722,"The Story of the Lost Child (The Neapolitan Novels, #4)","['coming-of-age', 'drama', 'historical-fiction', 'romance']"
3723,The Disreputable History of Frankie Landau-Banks,"['chick-lit', 'mystery']"
3724,The Postmistress,['history']
3725,"Rise of Empire (The Riyria Revelations, #3-4)","['historical-fiction', 'mystery', 'romance', 'science-fiction']"
3726,Tweak: Growing Up On Methamphetamines,"['autobiography', 'biography', 'coming-of-age', 'crime', 'drama', 'health', 'young-adult']"
3727,"The Rook (The Checquy Files, #1)","['horror', 'suspense', 'young-adult']"
3728,"The Looking Glass Wars (The Looking Glass Wars, #1)","['fairytale', 'historical-fiction', 'romance', 'science-fiction']"
3729,"The Other Queen (The Plantagenet and Tudor Novels, #15)","['chick-lit', 'drama', 'romance']"
3730,Labor Day,"['chick-lit', 'coming-of-age', 'drama', 'historical-fiction', 'mystery', 'young-adult']"
3731,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)","['coming-of-age', 'romance', 'satire', 'science', 'science-fiction']"
3732,"Beautiful Player (Beautiful Bastard, #3)",['chick-lit']
3733,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","['art', 'autobiography', 'biography', 'history', 'memoir', 'self-help']"
3734,The Diary of Frida Kahlo: An Intimate Self-Portrait,"['autobiography', 'diary', 'history', 'memoir', 'poetry', 'travel']"
3735,Creepshow,"['anthology', 'art', 'comic-book', 'fantasy', 'graphic-novel', 'science-fiction', 'thriller']"
3736,Harry Potter Page to Screen: The Complete Filmmaking Journey,"['art', 'young-adult']"
3737,"Gods and Generals (The Civil War Trilogy, #1)",['drama']
3739,"Many Waters (A Wrinkle in Time Quintet, #4)","['historical-fiction', 'science']"
3740,"Panda Bear, Panda Bear, What Do You See?","['picture-book', 'poetry', 'science']"
3742,"War Horse (War Horse, #1)",['history']
3743,The Grouchy Ladybug,"['fantasy', 'math', 'science']"
3744,"A Drink Before the War (Kenzie & Gennaro, #1)",['suspense']
3746,"Edenbrooke (Edenbrooke, #1)","['history', 'young-adult']"
3747,The Perfume Collector,"['chick-lit', 'drama', 'history', 'mystery', 'romance', 'travel']"
3749,"Sweet Peril (Sweet, #2)","['drama', 'paranormal-romance']"
3750,"Reliquary (Pendergast, #2)","['crime', 'fantasy', 'history', 'science-fiction', 'suspense']"
3751,"Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef","['autobiography', 'travel']"
3752,"Poirot Investiga (Hércules Poirot, #3)","['anthology', 'historical-fiction', 'short-story', 'suspense', 'thriller']"
3753,"Harry Potter Collection (Harry Potter, #1-6)","['mystery', 'young-adult']"
3754,The Naked Sun (Robot #2),"['crime', 'fantasy', 'science']"
3755,Bartleby the Scrivener,"['historical-fiction', 'short-story']"
3756,The Bazaar of Bad Dreams,"['anthology', 'crime', 'mystery', 'science-fiction', 'short-story', 'suspense', 'thriller']"
3757,"The Hypnotist (Joona Linna, #1)","['horror', 'suspense']"
3758,"On a Pale Horse (Incarnations of Immortality, #1)","['romance', 'science', 'young-adult']"
3759,"Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse, #1-7)","['chick-lit', 'fantasy', 'horror', 'mystery', 'paranormal-romance', 'romance']"
3760,Are You Afraid of the Dark?,"['crime', 'drama', 'romance', 'suspense', 'young-adult']"
3761,The Dirt: Confessions of the World's Most Notorious Rock Band,"['autobiography', 'biography', 'memoir']"
3762,Ten Apples Up On Top!,"['math', 'picture-book', 'poetry']"
3763,An American Tragedy,"['crime', 'historical-fiction', 'history', 'mystery', 'romance']"
3764,The Snows of Kilimanjaro and Other Stories,"['anthology', 'historical-fiction', 'short-story', 'travel']"
3765,Anne McCaffrey's Dragonflight #1,"['art', 'graphic-novel', 'romance', 'science', 'science-fiction', 'young-adult']"
3766,Silver Girl,"['drama', 'romance']"
3767,Practical Magic,"['drama', 'mystery', 'paranormal-romance', 'young-adult']"
3768,"Trapped (The Iron Druid Chronicles, #5)","['fantasy', 'mystery', 'paranormal-romance', 'romance', 'science-fiction', 'young-adult']"
3769,"Midnight for Charlie Bone (The Children of the Red King, #1)","['coming-of-age', 'fantasy', 'mystery']"
3770,"Illuminae (The Illuminae Files, #1)","['horror', 'mystery', 'suspense']"
3771,"The Black Company (The Chronicles of the Black Company, #1)","['horror', 'science', 'science-fiction']"
3772,"War and Remembrance (The Henry Family, #2)","['drama', 'history', 'romance']"
3773,The Woman in Black,"['fantasy', 'suspense', 'thriller']"
3775,"A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)","['drama', 'historical-fiction', 'mystery', 'science-fiction']"
3776,"King Rat (Asian Saga, #4)","['drama', 'history', 'mystery', 'suspense', 'thriller']"
3777,"Fear (Gone, #5)","['horror', 'mystery', 'romance', 'thriller']"
3778,"Never Never: Part Two (Never Never, #2)","['chick-lit', 'drama', 'fantasy', 'short-story', 'suspense', 'thriller']"
3779,The Fourth Protocol,"['crime', 'historical-fiction', 'mystery', 'political-thriller', 'suspense']"
3780,"Lord John and the Private Matter (Lord John Grey, #1)","['chick-lit', 'crime', 'drama', 'history', 'romance', 'thriller']"
3781,"The Goddess Test (Goddess Test, #1)",['mystery']
3782,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World","['biography', 'health', 'historical-fiction', 'mystery']"
3784,"The Target (Will Robie, #3)","['crime', 'political-thriller', 'suspense']"
3785,On Photography,['history']
3786,"Protect and Defend (Mitch Rapp, #10)","['crime', 'mystery', 'political-thriller', 'suspense']"
3787,Songs in Ordinary Time,"['chick-lit', 'drama', 'historical-fiction']"
3788,Thunderstruck,"['biography', 'crime', 'historical-fiction', 'mystery', 'science', 'suspense', 'thriller']"
3789,"Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",['science-fiction']
3790,The Midwife's Apprentice,"['coming-of-age', 'fantasy', 'history']"
3791,The Crimson Petal and the White,"['drama', 'history', 'mystery', 'romance']"
3792,A Spot of Bother,"['drama', 'mystery']"
